Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,727651.237,91.3069,700,102.5597,45506.8596,71636.2204,610508.1569
2,704842.3269,91.7327,679,100.8877,44966.9001,70113.6332,589761.7937
3,710698.928,91.548,690,104.3672,45895.6438,70880.8147,593922.4695
4,731518.2761,89.9129,865,98.4849,44241.8925,87641.471,599634.9126
5,737897.0979,92.3441,624,103.5015,45632.5816,63608.8497,628655.6666
