Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,85480.1907,93.7967,246,243.2301,30383.0983,28255.9073,26841.1851
2,77252.3713,93.6489,244,245.8323,30549.0532,22646.7597,24056.5584
3,67450.1929,93.166,265,248.0936,31036.2001,19900.5747,16513.4181
4,77558.8958,93.7677,243,245.7598,31312.0769,23996.3867,22250.4322
5,60365.7839,94.4086,216,246.6326,31196.3742,13502.2341,15667.1755
