Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,71222.5161,100.0,0,1112.2753,68913.8637,0.0,2308.6525
2,71541.3569,100.0,0,1118.4282,69283.0314,0.0,2258.3254
3,71887.7106,100.0,0,1124.7298,69645.0997,0.0,2242.6109
4,71569.466,100.0,0,1117.9478,69279.4268,0.0,2290.0392
5,71528.0781,100.0,0,1116.911,69259.4195,0.0,2268.6586
