Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,629275.625,77.2509,1486,108.0864,27185.9441,268363.1944,333726.4865
2,567461.2738,76.8303,1522,104.6703,26779.0247,248931.5152,291750.7339
3,611036.7646,77.6171,1472,105.9144,27003.0825,260051.2535,323982.4287
4,617989.046,77.3999,1475,107.3448,27115.8314,264120.8117,326752.4029
5,633027.4427,77.1969,1487,107.8194,27183.2692,266783.7654,339060.4081
