Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,500509.0536,88.5394,734,100.5114,32199.5731,85896.8487,382412.6318
2,531573.4182,87.3231,832,99.3955,31945.7941,91346.4101,408281.214
3,514527.8672,88.2048,772,102.3857,33134.4017,92637.569,388755.8965
4,495300.1601,89.3556,682,98.0869,31695.4783,78436.8029,385167.8788
5,516480.3901,87.017,845,95.1275,31203.3735,106612.4413,378664.5753
