Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,130513.2153,95.9562,354,355.3229,95685.4222,3785.556,31042.2371
2,133707.3694,96.3986,319,357.5219,97024.2185,3617.0668,33066.0841
3,164769.9105,95.318,372,355.452,96148.3976,7774.6855,60846.8275
4,153701.0498,95.6167,377,356.1907,96858.1819,5592.0162,51250.8517
5,130563.2913,96.1608,339,354.4201,95921.7685,3496.3776,31145.1452
