Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,312687.7597,90.4658,458,117.2202,24178.0265,38886.9232,249622.8099
2,326628.6902,90.337,463,118.7195,24604.6634,41706.7787,260317.2481
3,332439.9403,91.527,435,121.8667,25320.2109,33721.0431,273398.6862
4,354370.8627,90.5738,438,123.9024,25977.0868,60531.9978,267861.7781
5,336214.158,91.2277,432,117.2283,24133.1858,49354.6807,262726.2915
