Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,169525.5515,80.7231,756,254.4925,27430.1434,137203.1967,4892.2114
2,152339.9721,81.7828,700,259.8075,28112.2208,119379.73,4848.0213
3,159111.7188,80.1811,778,258.085,28041.9124,126216.3132,4853.4931
4,179216.0084,78.8274,831,252.7162,27370.0583,146939.5379,4906.4122
5,157730.5949,80.5718,757,255.4488,27661.7336,125184.9086,4883.9526
