episode,total_reward,total_cost,DC0_reward,DC0_cost,DC0_avg_inv,DC0_avg_bl,DC0_svc_lvl,DC1_reward,DC1_cost,DC1_avg_inv,DC1_avg_bl,DC1_svc_lvl,R2_reward,R2_cost,R2_avg_inv,R2_avg_bl,R2_svc_lvl,R3_reward,R3_cost,R3_avg_inv,R3_avg_bl,R3_svc_lvl,R4_reward,R4_cost,R4_avg_inv,R4_avg_bl,R4_svc_lvl,R5_reward,R5_cost,R5_avg_inv,R5_avg_bl,R5_svc_lvl,R6_reward,R6_cost,R6_avg_inv,R6_avg_bl,R6_svc_lvl,R7_reward,R7_cost,R7_avg_inv,R7_avg_bl,R7_svc_lvl,R8_reward,R8_cost,R8_avg_inv,R8_avg_bl,R8_svc_lvl,R9_reward,R9_cost,R9_avg_inv,R9_avg_bl,R9_svc_lvl,R10_reward,R10_cost,R10_avg_inv,R10_avg_bl,R10_svc_lvl,R11_reward,R11_cost,R11_avg_inv,R11_avg_bl,R11_svc_lvl,R12_reward,R12_cost,R12_avg_inv,R12_avg_bl,R12_svc_lvl,R13_reward,R13_cost,R13_avg_inv,R13_avg_bl,R13_svc_lvl,R14_reward,R14_cost,R14_avg_inv,R14_avg_bl,R14_svc_lvl,R15_reward,R15_cost,R15_avg_inv,R15_avg_bl,R15_svc_lvl,R16_reward,R16_cost,R16_avg_inv,R16_avg_bl,R16_svc_lvl
1,-442.8726830340956,442.8726830340956,-123.4335706184469,123.4335706184469,2791.247935506742,0.0,100.0,-120.06189890389396,120.06189890389396,2633.1142267096534,0.0,100.0,-13.06113373436911,13.06113373436911,24.892857245876364,0.0,100.0,-13.607615921193538,13.607615921193538,24.897518800709346,0.0035401488003665455,99.7560975609756,-13.184563240183543,13.184563240183543,24.738686762770563,0.0,100.0,-12.792852832188528,12.792852832188528,24.17315836867241,0.007733669019725224,99.64071856287426,-13.755835307434328,13.755835307434328,25.182056910371127,0.0022277871223345194,99.75031210986268,-13.203868622274364,13.203868622274364,25.119005657875373,0.005317228134364298,99.63898916967509,-12.612534294373663,12.612534294373663,24.078498503280013,0.00138957533117843,99.76689976689977,-13.378290798554957,13.378290798554957,25.436819583422515,0.0,100.0,-13.707627787522004,13.707627787522004,25.165775536837643,0.008606004061764233,99.51690821256038,-13.4059810684168,13.4059810684168,24.57624383691239,0.0,100.0,-13.233803301794604,13.233803301794604,24.972287144073068,3.88393663380244e-05,99.87893462469734,-13.984338361204372,13.984338361204372,25.512511381384446,0.0,100.0,-13.424794881466644,13.424794881466644,24.522263532142116,0.0,100.0,-12.958314062854924,12.958314062854924,24.382032099162064,0.0005337662892798855,99.88207547169812,-13.065659297923723,13.065659297923723,24.00663957203904,0.011693018429899869,99.52774498229043
