Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,131447.3975,98.1233,147,389.0274,113104.5435,7487.6438,10855.2102
2,134763.8676,97.4531,199,389.2452,113294.8346,10610.9627,10858.0702
3,132978.8305,98.1458,144,392.0076,113895.5664,8296.3191,10786.9451
4,128388.3956,98.3349,129,391.4954,113847.6993,3725.609,10815.0873
5,130001.9644,97.8817,167,388.4622,112966.2065,6132.6402,10903.1178
