Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,224837.3156,93.6159,192,147.2561,19408.8049,18724.7359,186703.7749
2,197450.3504,93.6194,186,143.1128,19109.2625,16767.5823,161573.5056
3,201465.1797,94.4221,161,149.5226,19871.3688,11201.9049,170391.906
4,199738.0607,93.2246,210,145.2661,19323.5666,16915.7172,163498.777
5,232853.5815,91.7529,252,150.7352,20244.5419,26084.0395,186525.0001
