Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,66213.7064,100.0,0,1364.1642,49209.6139,131.4435,16872.649
2,67224.1576,100.0,0,1359.8656,48930.0813,66.6908,18227.3855
3,64817.0903,100.0,0,1360.4446,49081.714,60.9741,15674.4022
4,65748.2281,100.0,0,1369.4755,49379.5251,40.0464,16328.6566
5,64657.1259,100.0,0,1369.9126,49282.1496,2.6209,15372.3554
