Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,834497.7217,76.1848,2037,103.0268,34863.7408,333276.2594,466357.7216
2,837139.0101,76.4958,2022,102.8483,34980.618,331942.0087,470216.3834
3,814071.6047,76.9534,1970,104.2879,35383.2259,328241.9769,450446.4018
4,864392.6667,76.0481,2085,104.1126,35192.5597,353596.3897,475603.7174
5,882716.8922,77.1363,1984,104.376,35140.5039,348327.6459,499248.7424
