Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,91094.1341,95.6295,191,231.2646,25051.1361,1830.1285,64212.8695
2,75904.4631,95.7775,179,236.5716,25635.8489,1729.1913,48539.423
3,86250.1795,95.1231,210,237.3472,25727.8591,1939.0192,58583.3012
4,82424.38,95.2419,206,235.978,25516.2312,1762.0979,55146.0509
5,107924.222,94.7341,216,230.1917,24945.5125,2159.6935,80819.016
