Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,245848.3901,76.9244,829,114.8792,14727.4303,150830.4719,80290.4879
2,217623.6599,77.329,798,115.4901,14946.5547,130725.0336,71952.0716
3,207675.2124,77.8563,768,117.5777,15065.3666,127210.9359,65398.91
4,230801.8141,77.4004,798,116.6613,14973.8926,146199.9961,69627.9254
5,232258.6375,76.9892,822,116.5946,15007.0507,142965.2312,74286.3557
