Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,736406.2184,77.3885,2050,115.0793,38246.8026,345300.9939,352858.422
2,722512.0802,77.9406,1990,115.1746,38193.2048,343319.6961,340999.1794
3,695812.0724,77.7471,2010,116.4306,38699.6388,337412.2264,319700.2072
4,694371.2816,77.7856,1996,114.3384,38289.5306,330739.7904,325341.9605
5,724800.5252,77.231,2065,115.5672,38417.5069,352501.7885,333881.2299
