episode,total_reward,total_cost,DC0_reward,DC0_cost,DC0_avg_inv,DC0_avg_bl,DC0_svc_lvl,DC1_reward,DC1_cost,DC1_avg_inv,DC1_avg_bl,DC1_svc_lvl,R2_reward,R2_cost,R2_avg_inv,R2_avg_bl,R2_svc_lvl,R3_reward,R3_cost,R3_avg_inv,R3_avg_bl,R3_svc_lvl,R4_reward,R4_cost,R4_avg_inv,R4_avg_bl,R4_svc_lvl,R5_reward,R5_cost,R5_avg_inv,R5_avg_bl,R5_svc_lvl,R6_reward,R6_cost,R6_avg_inv,R6_avg_bl,R6_svc_lvl,R7_reward,R7_cost,R7_avg_inv,R7_avg_bl,R7_svc_lvl,R8_reward,R8_cost,R8_avg_inv,R8_avg_bl,R8_svc_lvl,R9_reward,R9_cost,R9_avg_inv,R9_avg_bl,R9_svc_lvl,R10_reward,R10_cost,R10_avg_inv,R10_avg_bl,R10_svc_lvl,R11_reward,R11_cost,R11_avg_inv,R11_avg_bl,R11_svc_lvl,R12_reward,R12_cost,R12_avg_inv,R12_avg_bl,R12_svc_lvl,R13_reward,R13_cost,R13_avg_inv,R13_avg_bl,R13_svc_lvl,R14_reward,R14_cost,R14_avg_inv,R14_avg_bl,R14_svc_lvl,R15_reward,R15_cost,R15_avg_inv,R15_avg_bl,R15_svc_lvl,R16_reward,R16_cost,R16_avg_inv,R16_avg_bl,R16_svc_lvl
1,-1171.0246138317093,1171.0246138317093,-201.7154327003739,201.7154327003739,2433.1824117007322,35.09346337758507,93.44945096554336,-246.15435743799733,246.15435743799733,2225.843733638607,56.9423782358034,87.9368458399858,-20.922217329404866,20.922217329404866,10.500441788647272,0.44240487356708474,87.9951980792317,-22.26490729905999,22.26490729905999,12.466961291718157,0.35373127097136353,90.97472924187726,-28.32309581897963,28.32309581897963,17.030539646540603,0.6662838865632881,88.67469879518072,-34.910903746870495,34.910903746870495,21.03500459488124,0.8007108756940658,90.30373831775701,-54.683352217001875,54.683352217001875,31.664296620512662,1.4889462591850595,89.49232585596222,-60.04019819657282,60.04019819657282,35.58317792056358,1.716730091669788,92.512077294686,-71.16498528558483,71.16498528558483,40.54251099808575,2.575823494506209,89.59810874704492,-21.307318278631797,21.307318278631797,11.838167705274609,0.7138973590445845,86.93586698337292,-22.037895339461993,22.037895339461993,13.033607255596005,0.3938624723316872,91.53567110036276,-29.100381891707755,29.100381891707755,17.63254462137614,0.8076994288457583,90.62119366626065,-43.13912970895693,43.13912970895693,27.005814323033373,1.2060266017913819,90.49881235154395,-36.77122502499007,36.77122502499007,23.007248375513782,1.2958357601949613,88.84976525821597,-81.48609376584189,81.48609376584189,49.30819430269607,1.8165772201263741,89.79591836734694,-89.04170006757492,89.04170006757492,52.42578348329622,2.0254676146866526,90.06134969325153,-107.96141972269442,107.96141972269442,61.40248915659238,2.6060200950870773,87.52941176470588
