Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,265419.9287,77.7674,782,132.7813,15865.5331,151417.1347,98137.2609
2,232772.2988,78.5906,740,133.1122,16068.1267,123926.0957,92778.0765
3,234743.9072,77.4618,771,131.7774,15945.7586,124926.8216,93871.327
4,264180.8199,76.4415,839,132.45,15927.4634,149775.1927,98478.1638
5,256732.5021,77.2683,794,134.9296,16227.0324,142611.2265,97894.2432
