Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,731086.2801,94.6742,353,138.8767,55425.4046,44192.9016,631467.9739
2,729869.7845,94.7148,343,143.5206,57178.2639,46183.4438,626508.0768
3,696170.7348,95.0924,315,139.4069,55459.9712,37100.9532,603609.8104
4,702933.1525,94.4031,378,139.0838,55751.1251,53956.7057,593225.3217
5,692736.9271,95.5003,269,143.1211,56600.5299,37153.1109,598983.2863
