Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,385849.4573,85.7844,424,107.9633,16771.2474,103508.1333,265570.0766
2,273904.2956,89.535,319,91.4425,13554.0153,50551.0055,209799.2748
3,328358.984,88.2146,358,100.5005,15484.7948,82950.4327,229923.7565
4,461018.5144,84.5891,466,111.3418,17506.1526,132409.7578,311102.6041
5,421644.0969,85.962,402,102.027,15752.3599,114113.8473,291777.8898
