Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,73134.618,99.8025,4,1079.0749,73031.5446,74.5734,28.5
2,74219.823,99.9534,1,1090.9231,74192.1493,10.5737,17.1
3,74599.1396,99.9004,2,1092.7467,74564.3365,17.7032,17.1
4,73191.5066,99.8035,4,1080.1222,73146.4981,22.2085,22.8
5,74600.157,100.0,0,1091.3737,74600.157,0.0,0.0
