Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,73292.0043,90.7366,109,124.4403,5825.5237,4184.1697,63282.3109
2,85621.4614,90.5075,100,128.9961,6253.6267,11289.2678,68078.5669
3,67036.624,92.4457,97,126.8768,5979.4265,2732.3223,58324.8752
4,62526.9851,92.5066,91,126.7651,6016.4087,2905.4131,53605.1633
5,69475.6374,92.1863,85,131.0979,6243.9635,4007.3759,59224.298
