Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,1662313.8639,80.5554,1322,129.7199,52824.6709,663800.706,945688.4869
2,1682687.4318,79.3285,1444,132.4339,54935.286,713703.6704,914048.4753
3,1613669.1964,79.6113,1410,128.2465,52812.7577,670127.3598,890729.0789
4,1524726.8981,80.2328,1361,120.5065,47866.945,601099.2601,875760.693
5,1499569.9064,81.305,1258,121.5815,48361.1095,569638.0419,881570.755
