Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,243920.8393,90.1458,304,109.1935,14303.5285,30255.4876,199361.8233
2,230567.1586,90.0017,282,113.1655,14938.2553,38718.748,176910.1553
3,209489.7912,91.7223,243,112.3789,14822.5962,26037.1907,168630.0042
4,257586.3396,89.9743,292,114.2578,15293.2463,42291.1773,200001.916
5,192996.0328,91.8048,262,106.803,13786.2802,10418.1035,168791.6492
