Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,865312.4013,76.2456,2056,103.7272,35008.3117,353522.2848,476781.8047
2,873874.8081,75.7937,2092,102.0252,34723.5712,340235.5981,498915.6387
3,844623.8047,76.0305,2054,105.7659,35548.401,349261.1677,459814.236
4,845837.9612,76.023,2054,103.2817,35093.5677,341963.1638,468781.2297
5,849655.8471,77.1297,1972,104.519,35530.2884,334893.1521,479232.4067
