Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,86478.2152,98.3817,57,783.233,85132.4179,639.4973,706.3
2,87708.8785,98.2529,61,790.9648,86408.8799,594.6985,705.3
3,88934.3332,97.4089,91,789.7652,87279.9546,850.5786,803.8
4,86781.3378,97.9254,73,780.9278,85209.7997,753.6381,817.9
5,87465.6324,98.1075,65,790.6938,86186.5608,592.5716,686.5
