Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,301874.3588,89.865,436,116.6808,25244.9914,33909.9832,242719.3842
2,283056.9553,91.9269,320,114.3459,25203.2999,31332.8029,226520.8524
3,302702.4577,89.9558,440,120.1238,25680.0344,54737.2037,222285.2196
4,313401.7704,89.8675,436,112.8813,25286.1009,45134.5984,242981.0711
5,318788.8547,88.6248,495,116.2967,25716.421,54721.7171,238350.7166
