Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,723205.2716,88.1485,767,100.1344,34728.0468,157533.6655,530943.5594
2,835505.7077,85.253,963,101.4147,36465.5092,217361.8273,581678.3712
3,678299.7057,89.0971,720,93.8997,31987.17,121235.1771,525077.3585
4,755239.8382,87.4768,806,100.7121,35055.9816,166648.3894,553535.4671
5,721214.3317,87.3889,817,98.116,34191.2182,162634.4212,524388.6923
