Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,54955.6124,97.1565,48,1233.9499,54042.1143,467.398,446.1
2,55049.6025,98.3589,27,1240.8372,54420.294,256.6085,372.7
3,55856.4083,98.09,31,1252.626,55154.7119,353.7964,347.9
4,55514.7142,97.3404,43,1243.9871,54524.425,575.6892,414.6
5,54972.4031,97.7643,37,1238.3303,54237.6419,342.2611,392.5
