Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,118007.0031,78.8481,351,139.8643,7700.6231,63630.8851,46675.495
2,120436.4608,76.9193,382,137.0769,7616.1186,70663.4867,42156.8555
3,105436.6999,78.4632,354,139.1988,7748.7196,57092.521,40595.4593
4,102136.3529,78.2956,351,137.1612,7673.3612,54652.6901,39810.3016
5,103722.6197,78.9027,339,141.2462,7837.1328,59238.289,36647.1979
