Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,82449.0608,98.4724,0,1364.8188,49845.6244,2471.6939,30131.7425
2,86003.7251,98.9275,0,1359.3172,49636.9232,2266.2421,34100.5598
3,85856.0804,98.1159,0,1357.3215,49866.4995,3157.2145,32832.3664
4,79519.21,98.716,0,1367.7311,49917.5179,1897.1521,27704.54
5,81813.2175,98.6901,0,1366.5246,50070.972,2298.5949,29443.6506
