Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,315991.7867,57.4001,225,528.1279,23756.4581,136489.4836,155745.845
2,292531.0726,58.684,196,516.0865,23145.0536,122192.8883,147193.1308
3,288761.3118,63.6452,157,525.9348,23811.4918,114392.0068,150557.8132
4,281582.3653,61.0975,179,530.8414,23871.7336,115028.2378,142682.3939
5,291751.3424,60.3914,191,520.4438,23414.373,122073.9546,146263.0148
