Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,129473.9262,99.8437,11,405.0637,113428.1756,1023.0911,15022.6596
2,123292.9924,99.9261,5,404.8383,112776.4864,108.6052,10407.9008
3,128496.7575,99.5539,32,407.0479,114399.5573,3925.2454,10171.9549
4,131729.2231,99.5566,32,404.6365,112846.028,2483.5826,16399.6125
5,127961.5365,99.9567,3,409.0521,114139.6389,8.217,13813.6807
