Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,394457.9912,83.9475,986,119.19,35328.0914,214548.499,144581.4007
2,394727.9485,84.7585,927,121.2944,35288.4972,218737.111,140702.3403
3,385035.8557,83.5349,996,116.6828,35184.3719,201587.8826,148263.6011
4,375159.0032,85.3229,871,119.3977,35264.9612,193257.6768,146636.3653
5,392409.7279,83.8018,979,119.3294,35511.4806,206065.3711,150832.8762
