Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,370864.8094,78.0305,997,115.9124,19133.4091,175251.9344,176479.4659
2,386533.0442,77.2504,1018,118.6825,19528.4352,183326.9406,183677.6684
3,347458.1098,77.3263,1030,112.7546,18935.398,165949.3263,162573.3855
4,369549.1766,77.9313,987,120.1562,19807.2186,176882.0867,172859.8712
5,364964.9322,77.7096,1010,113.448,18993.026,168820.7683,177151.1379
