Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,934450.9227,82.6006,832,116.1946,31596.5517,341112.9959,561741.375
2,970070.4584,80.8578,941,112.9509,30404.2237,368036.1152,571630.1195
3,854127.1535,83.043,810,108.0415,29394.5063,299300.831,525431.8163
4,881820.3758,81.925,862,101.474,27140.8645,289755.9212,564923.5901
5,785890.7477,83.8362,779,101.834,26746.2828,271375.0608,487769.404
