Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,367437.9886,77.8059,1009,116.174,19155.0698,178447.9984,169834.9204
2,375522.9351,76.884,1048,120.129,19677.3814,185967.3429,169878.2109
3,362573.7643,75.7627,1104,113.2194,18886.9494,171527.4966,172159.3183
4,347146.4769,77.8642,999,117.4497,19555.3518,161191.4406,166399.6844
5,354485.1765,77.4959,1006,114.9672,19067.7096,168633.8119,166783.655
