Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,589207.6567,76.431,1542,105.9624,26813.5323,249293.5378,313100.5866
2,605970.3867,76.5912,1542,105.201,26772.3898,262107.1356,317090.8613
3,608413.1604,77.0259,1504,105.9543,26887.4308,251935.1156,329590.6141
4,598098.707,76.914,1516,106.6148,26965.7612,254371.92,316761.0258
5,599996.2769,77.2965,1488,106.1281,26927.1913,251088.8138,321980.2717
