episode,steps,total_episode_reward
0,1460,-8950.2090
1,2920,-8837.7773
2,4380,-8760.0928
3,5840,-8814.1777
4,7300,-8715.9365
5,8760,-8594.9678
6,10220,-8499.2793
7,11680,-8426.2314
8,13140,-8324.5264
9,14600,-8269.7080
10,16060,-8245.6797
11,17520,-8210.5176
