Episode_Index,Total_Cost,Fill_Rate,Lost_Sales,Avg_Inventory,Total_Holding_Cost,Total_Backlog_Cost,Total_Ordering_Cost
1,738465.6389,77.4299,2042,114.9503,38209.5326,347214.0745,353042.0318
2,716948.714,77.1392,2073,113.6391,37939.0812,344590.4667,334419.1661
3,713695.9181,78.8376,1892,114.4023,38231.0576,328439.0462,347025.8143
4,733705.182,76.4906,2123,114.9806,38361.1164,336845.5,358498.5656
5,711461.6649,77.6119,2024,114.6111,38153.1973,339469.5521,333838.9155
